rank,id,title,consoleName,consoleId,totalPlayers,casualPlayers,hardcorePlayers,numAchievements,points,genre,developer,publisher,released,description,icon,boxArt,titleScreen,screenshot,rating
46,30,Jet Force Gemini,Nintendo 64,2,1125,1125,1125,63,0,"Collect-a-thon, Third-Person Shooter",Rare,Rare,1999-09-01,"Jet Force Gemini is a 1999 third-person shooter game developed and published by Rare for the Nintendo 64. The game follows the story of three members of a galactic law enforcement team as they try to stop a horde of drones led by an insectoid called Mizar. It features a single-player mode where the player must explore a galaxy and save Tribals, a race of survivors who have been enslaved and imprisoned by Mizar, and places strong emphasis on shooting large numbers of enemies while dodging their attacks. The game includes a multiplayer mode where two to four players can compete in traditional deathmatch games.",https://media.retroachievements.org/Images/112099.png,https://media.retroachievements.org/Images/051950.png,https://media.retroachievements.org/Images/020099.png,https://media.retroachievements.org/Images/017046.png,4.3
48,10912,Hot Wheels: Turbo Racing,Nintendo 64,2,1093,1093,1093,63,0,Arcade Racing,Stormfront Studios,Electronic Arts,1999-08-31,"Hot Wheels Turbo Racing is a racing video game released for the Nintendo 64 and PlayStation in 1999. It features 40 cars based on the Hot Wheels series of toys. It also features Kyle Petty's 1999 NASCAR stock car, as it was sponsored by Hot Wheels. The game features music from artists like Primus, Metallica, The Reverend Horton Heat and Mix Master Mike.",https://media.retroachievements.org/Images/073192.png,https://media.retroachievements.org/Images/022299.png,https://media.retroachievements.org/Images/022300.png,https://media.retroachievements.org/Images/022301.png,4.3
49,10331,WWF No Mercy,Nintendo 64,2,1074,1074,1074,36,0,Sports - Wrestling,AKI Corporation,THQ,2000-11-17,"WWE No Mercy, also known as NXT No Mercy since 2023, is a professional wrestling event produced by WWE, a professional wrestling promotion based in Connecticut. The first No Mercy was held on May 16, 1999, in Manchester, England, and was the only No Mercy event produced in the United Kingdom. A second No Mercy was then held in October that year in Cleveland, Ohio, United States. Beginning with this second event, No Mercy became the annual October pay-per-view (PPV) until 2008. The event was then discontinued and replaced by Hell in a Cell in 2009. After eight years, No Mercy was reinstated in October 2016. However, No Mercy was again discontinued after the September 2017 event, as WWE reduced the amount of yearly PPVs held after they had ended the production of brand-exclusive PPVs following WrestleMania 34 in 2018. In 2023, WWE again revived the event, this time for its developmental brand, NXT, in September.",https://media.retroachievements.org/Images/054255.png,https://media.retroachievements.org/Images/012048.png,https://media.retroachievements.org/Images/012047.png,https://media.retroachievements.org/Images/012049.png,4.3
50,10135,007: The World Is Not Enough,Nintendo 64,2,1036,1036,1036,100,0,First-Person Shooter,Eurocom,Electronic Arts,2000-11-01,"The World Is Not Enough is a 2000 first-person shooter video game developed by Eurocom and published by Electronic Arts. It is based on the 1999 film of the same name. It was released for the Nintendo 64 in North America on October 17, 2000 and in Europe on December 8, 2000. The game was also released for the PlayStation in November. The game features a single-player campaign in which players assume the role of secret agent James Bond as he fights to stop a terrorist from triggering a nuclear meltdown in the waters of Istanbul. It includes a split-screen multiplayer mode where up to four players can compete in different types of deathmatch and objective-based games.",https://media.retroachievements.org/Images/071854.png,https://media.retroachievements.org/Images/071811.png,https://media.retroachievements.org/Images/023342.png,https://media.retroachievements.org/Images/023344.png,4.3
51,10329,Rampage 2: Universal Tour,Nintendo 64,2,1030,1030,1030,25,0,Action,Avalanche Software,Midway,1999-03-01,Rampage 2: Universal Tour is a 1999 action game developed by Avalanche Software and published by Midway. It is the third game in the Rampage series and a sequel to 1997's Rampage World Tour.,https://media.retroachievements.org/Images/098726.png,https://media.retroachievements.org/Images/014515.png,https://media.retroachievements.org/Images/011934.png,https://media.retroachievements.org/Images/041267.png,4.3
52,10871,Magical Tetris Challenge,Nintendo 64,2,1025,1025,1025,34,0,,Capcom,Capcom,1998-11-20,"Magical Tetris Challenge is a 1998 puzzle video game developed and published by Capcom for arcades. It was ported to the Nintendo 64, Game Boy Color and PlayStation. It is a version of Tetris featuring Disney characters. It is one of the few Nintendo 64 games to be entirely in 2D, in addition to being Capcom's first game for the console. The Japanese arcade cabinet and cover art was done by Kenichi Sudo, while the North American cover art was done by Robert Griggs.",https://media.retroachievements.org/Images/047644.png,https://media.retroachievements.org/Images/014730.png,https://media.retroachievements.org/Images/014731.png,https://media.retroachievements.org/Images/014732.png,4.3
53,10199,Snowboard Kids,Nintendo 64,2,1005,1005,1005,25,0,"Extreme Sports - Snowboarding, Kart Racing",Racjin | Racdym,Atlus,1998-02-01,"Snowboard Kids , is a snowboarding video game for the Nintendo 64. It was developed by Racdym and published by Atlus. Many reviewers compared its style to that of the Mario Kart series. An enhanced port, Snowboard Kids Plus, was released in Japan in January 1999 for the PlayStation.",https://media.retroachievements.org/Images/085925.png,https://media.retroachievements.org/Images/014516.png,https://media.retroachievements.org/Images/010970.png,https://media.retroachievements.org/Images/010971.png,4.3
54,10448,WCW/nWo Revenge,Nintendo 64,2,999,999,999,42,0,Sports - Wrestling,Asmik Ace Entertainment/AKI Corporation,THQ,1998-10-26,"WCW/nWo Revenge is a professional wrestling video game developed by Asmik Ace Entertainment and AKI Corporation and released by THQ in 1998 for the Nintendo 64 game console. It is the sequel to 1997's WCW vs. nWo: World Tour. Like its predecessor, Revenge features AKI's proprietary grappling system; as well as heavily improved graphics, a championship mode, and a large roster of wrestlers.",https://media.retroachievements.org/Images/082170.png,https://media.retroachievements.org/Images/027568.png,https://media.retroachievements.org/Images/044132.png,https://media.retroachievements.org/Images/044133.png,4.3
55,10298,Tarzan,Nintendo 64,2,992,992,992,45,0,2.5D Platforming,Eurocom,Activision,2000-01-31,"Tarzan is a fictional character, a feral child raised in the Congo Basin by the Mangani great apes; he later experiences civilization, only to reject it and return to the wild as a heroic adventurer.",https://media.retroachievements.org/Images/059289.png,https://media.retroachievements.org/Images/011925.png,https://media.retroachievements.org/Images/077248.png,https://media.retroachievements.org/Images/077249.png,4.3
58,10115,Mega Man 64,Nintendo 64,2,972,972,972,61,0,"Action-Adventure, Third-Person Shooter",Capcom,Capcom,2001-01-10,"Mega Man Legends is a 1997 action-adventure game released by Capcom. It is the first game in the Mega Man Legends sub-series of Mega Man games from Capcom, and the second major 3D polygonal Mega Man title in the franchise, following Mega Man: Battle & Chase. It was released for the PlayStation in 1997 in Japan, and in 1998 in North America. A Nintendo 64 port was released in 2000 with the same title, but it was renamed Mega Man 64 for the North American release in 2001. It was also ported to Windows in 2001, and to the PlayStation Portable in 2005, the latter only in Japan. Its most recent release was as a PS one Classic on the North American PlayStation Network in 2015.",https://media.retroachievements.org/Images/010690.png,https://media.retroachievements.org/Images/010689.png,https://media.retroachievements.org/Images/010687.png,https://media.retroachievements.org/Images/010688.png,4.3
60,10118,Toy Story 2: Buzz Lightyear to the Rescue!,Nintendo 64,2,933,933,933,63,0,"3D Platforming, Collect-a-thon",,Activision,1999-11-30,"Toy Story 2: Buzz Lightyear to the Rescue is a 1999 platform game developed by Traveller's Tales and published by Activision and Disney Interactive. Based on Disney/Pixar's 1999 computer animated film Toy Story 2, it was released for the Nintendo 64, PlayStation, Microsoft Windows, and Macintosh in late 1999, while a Dreamcast version followed in 2000. The computer versions were released under the title Disney/Pixar's Action Game, Toy Story 2. A different version, a side-scrolling platform game titled Toy Story 2, was also released for the Game Boy Color in 1999.",https://media.retroachievements.org/Images/103350.png,https://media.retroachievements.org/Images/049037.png,https://media.retroachievements.org/Images/019557.png,https://media.retroachievements.org/Images/019556.png,4.3
61,10285,Bomberman Hero,Nintendo 64,2,920,920,920,43,0,"3D Platforming, Action",AI,"Hudson Soft, Nintendo",1998-04-30,"Bomberman Hero is a platform video game developed by A.I Co., Ltd. and published by Hudson Soft for the Nintendo 64. It is the second Bomberman game to be released on the system, following Bomberman 64 (1997). It is notable for being a dramatic deviation from previous Bomberman titles, featuring predominant platforming gameplay as opposed to the series' traditional top-down strategy gameplay.",https://media.retroachievements.org/Images/074332.png,https://media.retroachievements.org/Images/011147.png,https://media.retroachievements.org/Images/011148.png,https://media.retroachievements.org/Images/011146.png,4.3
62,10182,Turok: Dinosaur Hunter,Nintendo 64,2,899,899,899,52,0,First-Person Shooter,Iguana Entertainment,Acclaim,1997-02-28,"Turok: Dinosaur Hunter is a first-person shooter video game developed by Iguana Entertainment and published by Acclaim Entertainment. It was released in 1997 in North America and Europe for the Nintendo 64 and Microsoft Windows, and is an adaptation of the Valiant Comics comic book series of the same name. The player controls Turok, a Native American warrior who must stop the evil Campaigner from conquering the universe with an ancient and powerful weapon.",https://media.retroachievements.org/Images/020130.png,https://media.retroachievements.org/Images/011072.png,https://media.retroachievements.org/Images/011068.png,https://media.retroachievements.org/Images/011075.png,4.3
63,10337,Spider-Man,Nintendo 64,2,894,894,894,37,0,"3D Platforming, Beat 'em Up",Edge of Reality,Activision,2000-11-21,"Spider-Man is a superhero in American comic books published by Marvel Comics. Created by writer-editor Stan Lee and artist Steve Ditko, he first appeared in the anthology comic book Amazing Fantasy #15 in the Silver Age of Comic Books. Widely regarded as one of the most popular and commercially successful superheroes, he has been featured in comic books, television shows, films, video games, novels, and plays.",https://media.retroachievements.org/Images/107338.png,https://media.retroachievements.org/Images/012410.png,https://media.retroachievements.org/Images/019554.png,https://media.retroachievements.org/Images/019555.png,4.3
64,10136,1080° Snowboarding,Nintendo 64,2,886,886,886,39,0,Extreme Sports - Snowboarding,,Nintendo,1998-03-31,"1080° Snowboarding is a snowboarding video game developed and published by Nintendo for the Nintendo 64 in 1998. In the game, players control one of five snowboarders from a third-person perspective, using a combination of buttons to jump and perform tricks across eight levels.",https://media.retroachievements.org/Images/011233.png,https://media.retroachievements.org/Images/034964.png,https://media.retroachievements.org/Images/011234.png,https://media.retroachievements.org/Images/011235.png,4.3
65,10129,Fighting Force 64,Nintendo 64,2,884,884,884,90,0,Beat 'em Up,Core Design,Crave Entertainment,1999-04-30,"Fighting Force is a beat 'em up video game developed by Core Design and published in 1997 by Eidos Interactive for PlayStation and Windows. A Nintendo 64 version was published by Crave Entertainment in 1999. The Japanese version for the PlayStation was published by Electronic Arts Victor. Announced by Core shortly after the success of Tomb Raider, Fighting Force was highly anticipated but met with mixed reviews. It was followed by Fighting Force 2.",https://media.retroachievements.org/Images/063155.png,https://media.retroachievements.org/Images/014507.png,https://media.retroachievements.org/Images/011045.png,https://media.retroachievements.org/Images/011046.png,4.3
66,10124,Tony Hawk's Pro Skater,Nintendo 64,2,872,872,872,35,0,Extreme Sports - Skateboarding,Edge of Reality,Activision,2000-02-01,"Tony Hawk's Pro Skater, released as Tony Hawk's Skateboarding in the United Kingdom, Australia, New Zealand, and parts of Europe, is a 1999 skateboarding video game developed by Neversoft and published by Activision. It is the first installment in the Tony Hawk's series. It was released for the PlayStation on September 29, 1999 and was later ported to the Nintendo 64, Game Boy Color, Dreamcast, and N-Gage.",https://media.retroachievements.org/Images/115224.png,https://media.retroachievements.org/Images/071343.png,https://media.retroachievements.org/Images/017042.png,https://media.retroachievements.org/Images/017044.png,4.3
68,10269,Rayman 2: The Great Escape,Nintendo 64,2,863,863,863,49,0,"3D Platforming, Collect-a-thon",Ubisoft,Ubisoft,1999-11-06,"Rayman 2: The Great Escape is a 1999 platform game developed by Ubi Pictures and published by Ubi Soft for the Nintendo 64, Windows, Dreamcast and PlayStation. The game centers on the titular character Rayman, who is tasked with saving the fantastical land of the Fairy Glade from an army of robotic pirates led by Admiral Razorbeard.",https://media.retroachievements.org/Images/064754.png,https://media.retroachievements.org/Images/014327.png,https://media.retroachievements.org/Images/091524.png,https://media.retroachievements.org/Images/091523.png,4.3
70,10347,Quake 64,Nintendo 64,2,814,814,814,95,0,First-Person Shooter,Midway Studios,Midway,1998-03-24,"Quake is a 1996 first-person shooter video game developed by id Software and published by GT Interactive. The first game in the Quake series, it was originally released for MS-DOS and Windows, followed by Classic Mac OS, Linux, and Saturn in 1997 and Nintendo 64 in 1998.",https://media.retroachievements.org/Images/020238.png,https://media.retroachievements.org/Images/036508.png,https://media.retroachievements.org/Images/036506.png,https://media.retroachievements.org/Images/036507.png,4.3
71,10216,Quest 64,Nintendo 64,2,807,807,807,32,0,Turn-Based RPG,Imagineer,THQ,1998-06-01,"Quest 64 is a role-playing video game (RPG) developed by Imagineer for the Nintendo 64. It was released in North America in June 1998 by THQ, Europe in September 1998 by Konami and Japan in July 1999 by Imagineer. It is the first role-playing video game released for the system in North America.",https://media.retroachievements.org/Images/066089.png,https://media.retroachievements.org/Images/014514.png,https://media.retroachievements.org/Images/011871.png,https://media.retroachievements.org/Images/011872.png,4.3
72,10168,LEGO Racers,Nintendo 64,2,800,800,800,53,0,Kart Racing,High Voltage Software,LEGO Interactive | LEGO Media,1999-10-12,"Lego Racers is a 1999 Lego-themed kart racing video game developed by High Voltage Software and published by Lego Media for Microsoft Windows, followed by console ports to Nintendo 64 and PlayStation. Set in the fictional ""Legoland"" universe, the single-player mode follows various minifigure characters competing in a racing competition created by a fictional racing champion called Rocket Racer.",https://media.retroachievements.org/Images/063603.png,https://media.retroachievements.org/Images/010796.png,https://media.retroachievements.org/Images/010794.png,https://media.retroachievements.org/Images/010795.png,4.3
73,10685,Sesame Street: Elmo's Letter Adventure,Nintendo 64,2,800,800,800,16,0,Educational,Realtime Associates,NewKidCo,1999-11-15, There have been a variety of Sesame Street video games released for video game platforms. Most of the Sesame Street video games were published and developed by NewKidCo.,https://media.retroachievements.org/Images/116921.png,https://media.retroachievements.org/Images/047409.png,https://media.retroachievements.org/Images/042796.png,https://media.retroachievements.org/Images/045349.png,4.3
76,10198,Goemon's Great Adventure,Nintendo 64,2,773,773,773,86,0,2D Platforming,Konami,Konami,1998-12-23,"Goemon's Great Adventure, known as Mystical Ninja 2 Starring Goemon in Europe, is a video game developed and released by Konami for the Nintendo 64 on December 23, 1998. It is the fourth game in the Ganbare Goemon series released in North America and Europe, as well as the fourteenth and latest overall mainline installment, following Mystical Ninja Starring Goemon, released two years earlier. Featuring platform gameplay in 2.5D, it returns the series to a side-scrolling format.",https://media.retroachievements.org/Images/047181.png,https://media.retroachievements.org/Images/011156.png,https://media.retroachievements.org/Images/011149.png,https://media.retroachievements.org/Images/011152.png,4.2
77,10186,Ridge Racer 64,Nintendo 64,2,744,744,744,40,0,Arcade Racing,Namco,Nintendo,2000-02-01,"Ridge Racer 64 is a 2000 racing video game developed by Nintendo Software Technology and published by Nintendo for the Nintendo 64. It is the first title of Namco's Ridge Racer series to not be on arcades or a PlayStation console, with Namco licensing the series to Nintendo to develop the game. In 2004, the game was remade for the Nintendo DS as Ridge Racer DS, which uses the system's features such as the touch-screen and wireless multi-player. Additionally, Gina Cavalli from R: Racing Evolution replaced Reiko Nagase as the mascot in the DS version. The N64 version received its first official re-release on the Nintendo Classics service on January 31, 2025; followed by a Japanese release in May 16, 2025.",https://media.retroachievements.org/Images/115803.png,https://media.retroachievements.org/Images/015092.png,https://media.retroachievements.org/Images/017050.png,https://media.retroachievements.org/Images/017051.png,4.2
79,10159,Castlevania: Legacy of Darkness,Nintendo 64,2,732,732,732,43,0,"Action-Adventure, 3D Platforming",Konami,Konami,1999-11-30,"Castlevania: Legacy of Darkness is a 1999 action-adventure game developed and published by Konami for the Nintendo 64. A prequel and expanded version of Castlevania, also released on the Nintendo 64 earlier the same year, it contains a revision of the original game with improved graphics, added villains, and alternate versions of some levels.",https://media.retroachievements.org/Images/091412.png,https://media.retroachievements.org/Images/071793.png,https://media.retroachievements.org/Images/071794.png,https://media.retroachievements.org/Images/071795.png,4.2
80,10326,Bust-A-Move '99,Nintendo 64,2,728,728,728,143,0,,Taito,Acclaim,1999-04-30,"Puzzle Bobble 3 is an action puzzle video game developed by Taito. The second sequel to Puzzle Bobble, it was released for arcades in September 1996 and later ported to the Sega Saturn, PlayStation, Game Boy, Nintendo 64 and Microsoft Windows. Like its predecessors, the player is tasked with shooting balls at groups of balls, creating groups of three or more, which are then removed from play. Further ports for the Nintendo Switch, PlayStation 4 and Xbox One were released in February 2023 by City Connection alongside Puzzle Bobble 2.",https://media.retroachievements.org/Images/097072.png,https://media.retroachievements.org/Images/012269.png,https://media.retroachievements.org/Images/011931.png,https://media.retroachievements.org/Images/011932.png,4.2
81,10170,Beetle Adventure Racing!,Nintendo 64,2,717,717,717,37,0,Arcade Racing,"Paradigm Entertainment, Electronic Arts",Electronic Arts,1999-01-01,"Beetle Adventure Racing! is a racing game released for the Nintendo 64 in 1999. It was developed by Paradigm Entertainment and EA Canada, and published by Electronic Arts. Each vehicle in the game is a Volkswagen New Beetle, which was released the previous year. The gameplay involves racing other players on unlocked tracks, finding and destroying crates, and collecting colored ladybugs while battling other players. The single-player championship offers three circuits and a secret bonus circuit with new vehicles and tracks available upon completion.",https://media.retroachievements.org/Images/000000.png,https://media.retroachievements.org/Images/066421.png,https://media.retroachievements.org/Images/010802.png,https://media.retroachievements.org/Images/010803.png,4.2
83,22859,Clay Fighter 63 1/3,Nintendo 64,2,680,680,680,38,0,3D Fighting,Interplay Entertainment,Interplay Entertainment,1997-10-21,"ClayFighter 63⅓ is a 1997 fighting game developed and published by Interplay Productions for the Nintendo 64. It is the third installment in the ClayFighter series. The title is a parody of the 64 suffix common in Nintendo 64 games, and a reference to Naked Gun 33 1/3.",https://media.retroachievements.org/Images/072015.png,https://media.retroachievements.org/Images/071834.png,https://media.retroachievements.org/Images/071832.png,https://media.retroachievements.org/Images/071833.png,4.2
84,10457,Cruis'n Exotica,Nintendo 64,2,680,680,680,102,0,Arcade Racing,Gratuitous Games,Midway,2000-10-16,"Cruis'n Exotica is a 1999 racing game developed and published by Midway Games for arcades. The game is a sequel to Cruis'n World and is the third entry in Nintendo's Cruis'n series. A port to the Nintendo 64 developed by Gratuitous Games was released in 2000, along with a Game Boy Color version developed by Crawfish Interactive.",https://media.retroachievements.org/Images/054763.png,https://media.retroachievements.org/Images/054293.png,https://media.retroachievements.org/Images/054291.png,https://media.retroachievements.org/Images/054292.png,4.2
85,10586,Clay Fighter: Sculptor's Cut,Nintendo 64,2,674,674,674,44,0,3D Fighting,Interplay Entertainment,Interplay Entertainment,1998-05-15,"ClayFighter 63⅓ is a 1997 fighting game developed and published by Interplay Productions for the Nintendo 64. It is the third installment in the ClayFighter series. The title is a parody of the 64 suffix common in Nintendo 64 games, and a reference to Naked Gun 33 1/3.",https://media.retroachievements.org/Images/069062.png,https://media.retroachievements.org/Images/047500.png,https://media.retroachievements.org/Images/069056.png,https://media.retroachievements.org/Images/069057.png,4.2
86,10459,Sesame Street: Elmo's Number Journey,Nintendo 64,2,672,672,672,18,0,Educational,Realtime Associates,NewKidCo,1999-11-30, There have been a variety of Sesame Street video games released for video game platforms. Most of the Sesame Street video games were published and developed by NewKidCo.,https://media.retroachievements.org/Images/115204.png,https://media.retroachievements.org/Images/042079.png,https://media.retroachievements.org/Images/045281.png,https://media.retroachievements.org/Images/067494.png,4.2
87,10271,Re-Volt,Nintendo 64,2,665,665,665,144,0,Kart Racing,Acclaim,Acclaim,1999-07-31,"Re-Volt is a 1999 racing video game designed by Paul Phippen and Simon Harrison. It was developed by Acclaim Studios London and published by Acclaim Entertainment for Microsoft Windows, Nintendo 64, PlayStation and Dreamcast.",https://media.retroachievements.org/Images/124206.png,https://media.retroachievements.org/Images/024510.png,https://media.retroachievements.org/Images/024511.png,https://media.retroachievements.org/Images/024512.png,4.2
90,10119,Sin and Punishment,Nintendo 64,2,625,625,625,74,0,Rail Shooter,Treasure,Nintendo,2000-11-21,"Sin and Punishment is a rail shooter video game co-developed by Treasure and Nintendo for the Nintendo 64, and released in Japan in 2000. Its story takes place in the near future of 2007 when war breaks out as humanity is struggling with a global famine. The player takes on the roles of Saki and Airan as they fight to save Earth from destruction. The game employs a unique scheme that uses both the D-pad and control stick on the Nintendo 64 controller, allowing players to maneuver the character while simultaneously aiming the targeting reticle. To progress the game, the player must shoot at enemies and projectiles while dodging attacks to survive.",https://media.retroachievements.org/Images/093936.png,https://media.retroachievements.org/Images/065251.png,https://media.retroachievements.org/Images/015875.png,https://media.retroachievements.org/Images/015876.png,4.2
91,10407,Buck Bumble,Nintendo 64,2,622,622,622,55,0,,Argonaut Games,Ubisoft,1998-11-18,"Buck Bumble is a 1998 third-person shooter video game developed by Argonaut Software and published by UbiSoft for the Nintendo 64. A special Buck Bumble rumble pack was packaged with the UK version. The game's premise centers around anthropomorphic insects that were created as a result of a chemical spill in London, which are split into two factions at war.",https://media.retroachievements.org/Images/036016.png,https://media.retroachievements.org/Images/046370.png,https://media.retroachievements.org/Images/036017.png,https://media.retroachievements.org/Images/036018.png,4.2
92,10114,Mortal Kombat Trilogy,Nintendo 64,2,619,619,619,45,0,2D Fighting,Midway,Williams Entertainment,1996-11-01,"Mortal Kombat Trilogy is a 1996 fighting game released by Midway as the second and final update to Mortal Kombat 3 for the PlayStation, Nintendo 64, Sega Saturn and PCs. Further versions were also released for the Game.com and R-Zone. It features a similar basic gameplay system and the same story as Ultimate Mortal Kombat 3, but adds characters and stages restored from Mortal Kombat and Mortal Kombat II. New additions to the game included the ""Aggressor"" bar and the Brutality mechanic. The game was met with mixed to positive reviews upon release.",https://media.retroachievements.org/Images/019539.png,https://media.retroachievements.org/Images/010683.png,https://media.retroachievements.org/Images/017832.png,https://media.retroachievements.org/Images/017833.png,4.2
96,10158,Destruction Derby 64,Nintendo 64,2,587,587,587,44,0,Vehicular Combat,Looking Glass Studios,THQ,1999-09-30,"Destruction Derby 64 is a vehicular combat racing video game developed by Looking Glass Studios and published by THQ, under license from Psygnosis. It is the third installment in the Destruction Derby series, released on 30 September 1999 in North America and 12 October 1999 in Europe for the Nintendo 64.",https://media.retroachievements.org/Images/010834.png,https://media.retroachievements.org/Images/014504.png,https://media.retroachievements.org/Images/010770.png,https://media.retroachievements.org/Images/010771.png,4.2
98,10272,StarCraft 64,Nintendo 64,2,565,565,565,76,0,Real-Time Strategy,Blizzard Entertainment,Blizzard Entertainment,2000-06-12,"StarCraft is a real-time strategy video game developed and published by Blizzard Entertainment for Microsoft Windows. The first installment of the video game series of the same name, it was released in 1998. A Classic Mac OS version was released in 1999, and a Nintendo 64 port co-developed with Mass Media and published by Nintendo was released in 2000.",https://media.retroachievements.org/Images/051791.png,https://media.retroachievements.org/Images/014423.png,https://media.retroachievements.org/Images/014360.png,https://media.retroachievements.org/Images/014424.png,4.2
100,10137,A Bug's Life,Nintendo 64,2,562,562,562,84,0,3D Platforming,Traveller's Tales,Activision,1999-04-30,"A Bug's Life is a 1998 American animated comedy film produced by Pixar Animation Studios for Walt Disney Pictures. It was directed by John Lasseter, written by Andrew Stanton, Donald McEnery, and Bob Shaw, from a story conceived by Lasseter, Stanton, and Joe Ranft, and stars the voices of Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, and Hayden Panettiere. In the film, a misfit anthropomorphic ant named Flik looks for ""tough warriors"" to save his ant colony from a protection racket run by a gang of grasshoppers. However, the ""warriors"" he brings back are a troupe of Circus Bugs. The film's plot was initially inspired by Aesop's fable The Ant and the Grasshopper.",https://media.retroachievements.org/Images/067485.png,https://media.retroachievements.org/Images/058191.png,https://media.retroachievements.org/Images/058226.png,https://media.retroachievements.org/Images/058225.png,4.2
101,10489,Namco Museum 64,Nintendo 64,2,556,556,556,64,0,"Compilation, Arcade",Mass Media,Namco,1999-11-29,"Namco Museum is a series of video game compilations developed and published by Bandai Namco Entertainment for home video game consoles. The first title in the series, Namco Museum Vol. 1, was released for the PlayStation in 1995. Entries in the series have been released for multiple platforms, including the Game Boy Advance, PlayStation 2, PlayStation Portable, Nintendo DS and Xbox 360. the latest being Namco Museum Archives Vol. 2, released in 2020.",https://media.retroachievements.org/Images/072246.png,https://media.retroachievements.org/Images/018291.png,https://media.retroachievements.org/Images/018834.png,https://media.retroachievements.org/Images/018835.png,4.2
102,10394,Ms. Pac-Man Maze Madness,Nintendo 64,2,555,555,555,40,0,"Collect-a-thon, Maze Chase",Mass Media,Namco,2000-11-12,"Ms. Pac-Man Maze Madness is a 2000 maze video game developed and published by Namco Hometek for the PlayStation. It was later released for the Nintendo 64, Dreamcast, and Game Boy Advance. A remake of General Computer Corporation's Ms. Pac-Man (1982), players control the titular character in her quest to stop a witch named Mesmerelda from stealing the Gems of Virtue. The game was well-received upon release, with critics applauding its simplicity and faithfulness to the arcade original. A sequel was in development around 2006 but was cancelled for unknown reasons.",https://media.retroachievements.org/Images/065894.png,https://media.retroachievements.org/Images/065944.png,https://media.retroachievements.org/Images/024915.png,https://media.retroachievements.org/Images/024916.png,4.2
104,10452,Bio F.R.E.A.K.S.,Nintendo 64,2,544,544,544,47,0,3D Fighting,Midway,Midway,1998-05-19,"Bio F.R.E.A.K.S. is a 3D fighting video game released by Midway in 1998. It was originally planned for arcades. Prototypes of the game were tested at arcades, but the final arcade release was canceled and the game was later released for the PlayStation, Nintendo 64 and Microsoft Windows.",https://media.retroachievements.org/Images/064331.png,https://media.retroachievements.org/Images/067721.png,https://media.retroachievements.org/Images/067720.png,https://media.retroachievements.org/Images/067719.png,4.2
106,10683,Hybrid Heaven,Nintendo 64,2,512,512,512,99,0,Action RPG,Konami,Konami,1999-09-01,Hybrid Heaven is a 1999 action role playing game developed by Konami Computer Entertainment Osaka and published by Konami for Nintendo 64. This game is most notable for its peculiar mix of genres: it has aspects of both role-playing video games and action-adventure games. It is also one of the few Nintendo 64 titles to support a widescreen mode.,https://media.retroachievements.org/Images/020806.png,https://media.retroachievements.org/Images/066798.png,https://media.retroachievements.org/Images/066799.png,https://media.retroachievements.org/Images/066865.png,4.2
108,10646,Scooby-Doo! Classic Creep Capers,Nintendo 64,2,498,498,498,20,0,Adventure,TerraGlyph Interactive Studios,THQ,2000-11-30,"Scooby-Doo! Classic Creep Capers is an adventure game published by THQ for the Nintendo 64 and Game Boy Color, based on the Hanna-Barbera cartoon Scooby-Doo, Where Are You!. The Nintendo 64 version, developed by Terraglyph Interactive Studios, was released in November 2000, while the Game Boy Color version was developed by Digital Eclipse Software, and released in February 2001. A PlayStation version, identical to the Nintendo 64 version, had been in development by Terraglyph Interactive Studios but was later cancelled.",https://media.retroachievements.org/Images/082474.png,https://media.retroachievements.org/Images/023155.png,https://media.retroachievements.org/Images/023156.png,https://media.retroachievements.org/Images/023157.png,4.2
110,10172,Tetrisphere,Nintendo 64,2,455,455,455,39,0,,H2O Interactive,Nintendo,1997-08-11,"Tetrisphere is a puzzle video game developed by H2O Entertainment and published by Nintendo for the Nintendo 64. It was released in North America on August 11, 1997, and in PAL regions in February 1998. The game, originally titled Phear, was initially intended for release on the Atari Jaguar in early 1995 but was reworked into a Tetris game for the N64 after Nintendo, a licensee for The Tetris Company, obtained the publishing rights.",https://media.retroachievements.org/Images/060090.png,https://media.retroachievements.org/Images/052884.png,https://media.retroachievements.org/Images/052882.png,https://media.retroachievements.org/Images/052883.png,4.2
114,10614,Shadowgate 64: Trials of the Four Towers,Nintendo 64,2,442,442,442,42,0,Adventure,Infinite Ventures,Kemco,1999-06-09,"Shadowgate 64: Trials of the Four Towers, also known simply as Shadowgate 64, is a 1999 adventure game developed by TNS Co., Ltd. and Infinite Ventures and published by Kemco for Nintendo 64. It is a sequel to the original Shadowgate.",https://media.retroachievements.org/Images/037093.png,https://media.retroachievements.org/Images/033044.png,https://media.retroachievements.org/Images/033042.png,https://media.retroachievements.org/Images/033043.png,4.1
